File	A	B	C
Sample_17-r001.d	-0.019761496393328862	-0.21715955631861567	-4.069122452870641
Sample_17-r002.d	-0.01977189963470898	-0.21880721124830568	-4.072308379153177
Sample_18-r001.d	-0.019754952418912338	6.057870872062347	-4.075066876816441
Sample_18-r002.d	-0.019747401679200964	5.399017652847117	-4.075791130865763
Sample_19-r001.d	-0.019668538397771062	-0.2183971613789258	29.626433085972455
Sample_19-r002.d	-0.01972911210967786	-0.21944838013497237	30.139525524356852
Sample_20-r001.d	0.10658133972434218	-0.21734594262287923	-4.0655882514168455
Sample_20-r002.d	0.09224298839509064	-0.21679423916225904	-4.071077543036569
Sample_21-r001.d	-0.019723574900556186	-0.21897868664822817	-4.074892739230812
Sample_21-r002.d	-0.01972206475261391	-0.2185015377093134	-4.077706644307686
Sample_22-r001.d	-0.019736159466741808	-0.2189339539352049	-4.073721268200215
Sample_22-r002.d	-0.01972609181379331	-0.21965713279574758	-4.074734432334785
Sample_23-r001.d	-0.019712668276528646	0.034357578106824424	-4.0779124432725204
Sample_23-r002.d	-0.01974018652792121	0.016568869227908723	-4.076032548882204
Sample_24-r001.d	0.07671027783771556	-0.21774853704008856	-4.077144654826792
Sample_24-r002.d	0.07512411911567962	-0.2179274678921816	-4.075961310778992
Sample_25-r001.d	-0.019703104006227573	-0.21959748917838323	-4.073859786734238
Sample_25-r002.d	-0.019710990334370564	-0.21935891470892585	-4.076238347847039
Sample_26-r001.d	-0.019742535646942526	-0.21785291337047616	-4.076313543622652
Sample_26-r002.d	-0.0193623139539209	-0.21939619196977858	-4.074690897938378
Sample_27-r001.d	-0.019758140509012697	-0.21845680499629014	37.879379216099345
Sample_27-r002.d	-0.019773241988435445	-0.21886685486567	35.25024994826783
Sample_28-r001.d	0.14459360916777209	-0.21806166603125138	-4.064772970902308
Sample_28-r002.d	0.15773474876723134	-0.21874756763094133	-4.079400528095171
Sample_29-r001.d	-0.019637664262062333	-0.21669731828404198	37.61772166300168
Sample_29-r002.d	-0.01970696327319116	-0.2193812810654375	36.07501700354951
Sample_30-r001.d	0.2546297000105443	-0.21953039010884834	-4.064852124350321
Sample_30-r002.d	0.29424524318602263	-0.21970932096094137	-4.073646072424602
Sample_31-r001.d	-0.01972525284271427	-0.21970932096094137	0.2139972646473812
Sample_31-r002.d	-0.01974572373704288	-0.2186730131092359	0.7949083772895991
Sample_32-r001.d	-0.01978079272814682	-0.2198509745521817	22.12965171773409
Sample_32-r002.d	-0.019738676379978934	-0.21842698318760798	24.120451961734517
Sample_33-r001.d	-0.01976988610411928	0.47993267707932935	-4.073471934838973
Sample_33-r002.d	-0.01975478462469653	0.5206394459304944	-4.075466601728909
Sample_34-r001.d	-0.01978549096618945	-0.2185686367788483	15.907664333457191
Sample_34-r002.d	-0.019781128316578436	-0.2180318442225692	14.748806404800854
Sample_35-r001.d	0.3882853436415731	-0.2193514592567553	-4.069158071922247
Sample_35-r002.d	0.3439400171108902	-0.21879975579613514	-4.075791130865763
Sample_36-r001.d	-0.019679948404446024	0.7447503381770182	-4.077564168101262
Sample_36-r002.d	-0.019661994423354538	0.8396060561428373	-4.076281882243446
Sample_37-r001.d	-0.01969941253347979	-0.21915016204815066	-4.069557796834714
Sample_37-r002.d	-0.019702600623580147	-0.21982115274349953	-4.074417818542733
Sample_38-r001.d	0.2820160651494815	-0.21903087481342196	-4.077037797671974
Sample_38-r002.d	0.2583434893890296	-0.21912779569163904	-4.072905987685678
Sample_39-r001.d	-0.019664343542375853	5.968867684050404	-4.074595913800763
Sample_39-r002.d	-0.019704781948385656	5.883458023984663	-4.078177607323365
Sample_40-r001.d	-0.019670887516792378	3.642677141414928	-4.078490263443018
Sample_40-r002.d	-0.019689009292099675	3.759384789692609	-4.079760676283632
Sample_41-r001.d	-0.01979337729433244	-0.21632454567551485	20.692917694482166
Sample_41-r002.d	-0.019774248753730295	-0.2193290929002437	22.52361030151363
Sample_42-r001.d	-0.019772067428924785	2.6054299027359566	-4.07286245328927
Sample_42-r002.d	-0.019731796817130793	2.3452868101491986	-4.077979723703332
Sample_43-r001.d	-0.01971333945339188	-0.2179274678921816	-4.075434940349703
Sample_43-r002.d	-0.01973313917085726	-0.21762179435318932	-4.07820135335777
Sample_44-r001.d	0.4906134715927591	-0.21904578571776306	-4.07868023171825
Sample_44-r002.d	0.502825366825072	-0.21903087481342196	-4.074322834405116
Sample_45-r001.d	-0.019651926770406038	-0.21835242866590254	-4.075478474746111
Sample_45-r002.d	-0.01978062493393101	-0.21859100313535992	-4.076930940517156
Sample_46-r001.d	0.013018278224334769	-0.21866555765706536	-4.072759553806853
Sample_46-r002.d	0.015677480956464835	-0.21897123119605763	-4.072308379153177
Sample_47-r001.d	0.10357513855392053	-0.21792001244001105	-4.076820125689936
Sample_47-r002.d	0.09919067569484943	-0.21947074649148401	-4.07345610414937
Sample_48-r001.d	-0.019702768417795957	-0.21869537946574752	19.86675753851545
Sample_48-r002.d	-0.019797907738159266	-0.21985843000435223	19.600382439916196
Sample_49-r001.d	-0.019755959184207188	-0.10661756698597397	-4.06918181795665
Sample_49-r002.d	-0.019745388148611265	-0.09442790268713609	-4.067998473908851
Sample_50-r001.d	0.1055720575162552	-0.21930672654373207	-4.0811339886066635
Sample_50-r002.d	0.10091979508875405	-0.21883703305698785	-4.074956061989223
Sample_51-r001.d	-0.019666021484533936	-0.2194558355871429	-4.074500929663146
Sample_51-r002.d	-0.019758476097444314	-0.21914270659598012	-4.0801762318857016
Sample_52-r001.d	-0.019794719648058907	-0.2197838754826468	-4.0795944540428035
Sample_52-r002.d	-0.01970125826985368	-0.21924708292636771	-4.074659236559173
Sample_53-r001.d	-0.019788007879426577	-0.21885194396132893	-4.075375575263694
Sample_53-r002.d	-0.019766530219803114	-0.21875502308311187	-4.077445437929242
Sample_54-r001.d	-0.019788343467858193	-0.2194856573958251	-4.07672118387992
Sample_54-r002.d	-0.019786162143052684	-0.21902341936125141	-4.079277840250751
Sample_55-r001.d	-0.019690855028473567	4.023009578443011	-4.0740932894058774
Sample_55-r002.d	-0.019714681807118346	3.8822953741761816	-4.075862368968975
Sample_56-r001.d	0.2085644827678263	-0.21755469528365445	-4.0759810991409955
Sample_56-r002.d	0.21516651398301997	-0.2181362205529568	-4.077207977585202
Sample_57-r001.d	-0.019753777859401682	-0.21850899316148395	23.896257735581568
Sample_57-r002.d	-0.019753777859401682	-0.21833751776156146	25.375718790071087
Sample_58-r001.d	-0.019754952418912338	0.054256179950003806	-4.063973521077374
Sample_58-r002.d	-0.01977659787275161	0.011693003508373575	-4.072941606737284
Sample_59-r001.d	0.5804424406141684	-0.2196422218914065	-4.076737014569523
Sample_59-r002.d	0.6622783643713331	-0.21912034023946847	-4.076491638880682
Sample_60-r001.d	-0.019553263771510752	3.643430142084153	-4.0798358720592445
Sample_60-r002.d	-0.01970226503514853	3.7582291946061748	-4.073246347512135
